"","site","date","MeanT_Ambient","MeanT_Tire","MinT_Ambient","MinT_Tire","MeanD","MinD","snow_depth","snow_FAC","snow_FAC10","Location"
"1213",2,2018-12-21,0.25,1,-1.5,-0.5,0.75,1,0,"none","none","New Berlin"
"1214",2,2018-12-22,-1.125,-0.6875,-2.5,-1.5,0.4375,1,0,"none","none","New Berlin"
"1215",2,2018-12-23,0.375,0.875,-1,-0.5,0.5,0.5,0,"none","none","New Berlin"
"1216",2,2018-12-24,-2.5,-1.75,-4,-5,0.75,-1,0,"none","none","New Berlin"
"1217",2,2018-12-25,-0.3125,-0.75,-5.5,-5.5,-0.4375,0,0,"none","none","New Berlin"
"1218",2,2018-12-26,2.875,2.4375,1.5,0.5,-0.4375,-1,3,"lesser",">100","New Berlin"
"1219",2,2018-12-27,5,4.4375,3,3,-0.5625,0,0,"none","none","New Berlin"
"1220",2,2018-12-28,3.1875,4.3125,-1.5,0.5,1.125,2,0,"none","none","New Berlin"
"1221",2,2018-12-29,-3.375,-2.1875,-5,-4,1.1875,1,16,"lesser",">100","New Berlin"
"1222",2,2018-12-30,-2.6875,-2.625,-6.5,-6.5,0.0625,0,19,"lesser",">100","New Berlin"
"1223",2,2018-12-31,0.6875,0.5625,-1,-1.5,-0.125,-0.5,13,"lesser",">100","New Berlin"
"1224",2,2019-01-01,-3,-1.75,-4.5,-3.5,1.25,1,24,"lesser",">100","New Berlin"
"1225",2,2019-01-02,-3.5,-3.125,-4.5,-4.5,0.375,0,27,"lesser",">100","New Berlin"
"1226",2,2019-01-03,-1.4375,-2.625,-5.5,-6,-1.1875,-0.5,28,"lesser",">100","New Berlin"
"1227",2,2019-01-04,2.625,1.75,0,-0.5,-0.875,-0.5,26,"lesser",">100","New Berlin"
"1228",2,2019-01-05,2.8125,1.5625,-2,-2.5,-1.25,-0.5,0,"none","none","New Berlin"
"1229",2,2019-01-06,1.125,1.125,-1,-2,0,-1,0,"none","none","New Berlin"
"1230",2,2019-01-07,4.5625,4.3125,2,2.5,-0.25,0.5,0,"none","none","New Berlin"
"1231",2,2019-01-08,2.75,3.5625,-1,1.5,0.8125,2.5,0,"none","none","New Berlin"
"1232",2,2019-01-09,-6.75,-4.75,-8.5,-6.5,2,2,0,"none","none","New Berlin"
"1233",2,2019-01-10,-6.5,-6.6875,-9.5,-10,-0.1875,-0.5,0,"none","none","New Berlin"
"1234",2,2019-01-11,-2.9375,-3.375,-6,-6.5,-0.4375,-0.5,0,"none","none","New Berlin"
"1235",2,2019-01-12,-0.4375,-0.375,-1,-1,0.0625,0,0,"none","none","New Berlin"
"1236",2,2019-01-13,-1.125,-0.375,-4,-1.5,0.75,2.5,0,"none","none","New Berlin"
"1237",2,2019-01-14,-1.6875,-1.4375,-3,-5,0.25,-2,0,"none","none","New Berlin"
"1238",2,2019-01-15,-1.875,-1.5625,-3,-2.5,0.3125,0.5,0,"none","none","New Berlin"
"1239",2,2019-01-16,-1.0625,-0.5625,-3.5,-4.5,0.5,-1,0,"none","none","New Berlin"
"1240",2,2019-01-17,-0.5,-0.75,-4,-4,-0.25,0,0,"none","none","New Berlin"
"1241",2,2019-01-18,-2.75,-1.8125,-5,-5,0.9375,0,0,"none","none","New Berlin"
"1242",2,2019-01-19,-6.75,-4.0625,-12,-4.5,2.6875,7.5,57,"lesser",">100","New Berlin"
"1243",2,2019-01-20,-12.875,-3.125,-16,-3.5,9.75,12.5,105,"lesser",">200","New Berlin"
"1244",2,2019-01-21,-12.5,-3.75,-19,-4,8.75,15,94,"lesser",">100","New Berlin"
"1245",2,2019-01-22,-4.75,-2.6875,-7.5,-3.5,2.0625,4,104,"lesser",">200","New Berlin"
"1246",2,2019-01-23,-4.1875,-1,-6,-1,3.1875,5,143,"lesser",">200","New Berlin"
"1247",2,2019-01-24,-9.6875,-1.5,-13.5,-2,8.1875,11.5,217,"greater",">300","New Berlin"
"1248",2,2019-01-25,-17.4375,-2.5625,-20.5,-3,14.875,17.5,202,"greater",">300","New Berlin"
"1249",2,2019-01-26,-17.6875,-4.0625,-25,-4.5,13.625,20.5,192,"lesser",">200","New Berlin"
"1250",2,2019-01-27,-15.0625,-4.125,-19,-4.5,10.9375,14.5,187,"lesser",">200","New Berlin"
"1251",2,2019-01-28,-8.5,-3.125,-14.5,-4,5.375,10.5,189,"lesser",">200","New Berlin"
"1252",2,2019-01-29,-15.8125,-2,-20.5,-2,13.8125,18.5,386,"greater",">400","New Berlin"
"1253",2,2019-01-30,-25.5,-2.1875,-28.5,-2.5,23.3125,26,353,"greater",">400","New Berlin"
"1254",2,2019-01-31,-23.5,-2.5625,-30,-3,20.9375,27,341,"greater",">400","New Berlin"
"1255",2,2019-02-01,-11.3125,-2.375,-18,-2.5,8.9375,15.5,327,"greater",">400","New Berlin"
"1256",2,2019-02-02,-1.375,-1.0625,-10,-1.5,0.3125,8.5,314,"greater",">400","New Berlin"
"1257",2,2019-02-03,5,0.1875,4,0,-4.8125,-4,270,"greater",">300","New Berlin"
"1258",2,2019-02-04,4.5625,1.375,0.5,0.5,-3.1875,0,59,"lesser",">100","New Berlin"
"1259",2,2019-02-05,-2.5625,-0.9375,-4,-2.5,1.625,1.5,0,"none","none","New Berlin"
"1260",2,2019-02-06,0.375,0.4375,-1.5,0,0.0625,1.5,128,"lesser",">200","New Berlin"
"1261",2,2019-02-07,-0.875,0.125,-8,-1,1,7,60,"lesser",">100","New Berlin"
"1262",2,2019-02-08,-12.25,-8.5625,-14.5,-11.5,3.6875,3,59,"lesser",">100","New Berlin"
"1263",2,2019-02-09,-9.75,-8.0625,-16,-14,1.6875,2,41,"lesser",">100","New Berlin"
"1264",2,2019-02-10,-3.5625,-3.3125,-7,-6,0.25,1,40,"lesser",">100","New Berlin"
"1265",2,2019-02-11,-1.9375,-1.875,-2.5,-2.5,0.0625,0,51,"lesser",">100","New Berlin"
"1266",2,2019-02-12,-1.0625,-0.8125,-4,-1.5,0.25,2.5,73,"lesser",">100","New Berlin"
"1267",2,2019-02-13,-4.8125,-0.3125,-7,-1,4.5,6,190,"lesser",">200","New Berlin"
"1268",2,2019-02-14,1,-0.4375,-6,-1,-1.4375,5,177,"lesser",">200","New Berlin"
"1269",2,2019-02-15,-8,-1.3125,-12,-2.5,6.6875,9.5,117,"lesser",">200","New Berlin"
"1270",2,2019-02-16,-6,-2,-14,-4,4,10,113,"lesser",">200","New Berlin"
"1271",2,2019-02-17,-3.125,-1.125,-4,-1.5,2,2.5,111,"lesser",">200","New Berlin"
"1272",2,2019-02-18,-3.875,-0.375,-9.5,-0.5,3.5,9,176,"lesser",">200","New Berlin"
"1273",2,2019-02-19,-7.3125,-0.5,-15.5,-1,6.8125,14.5,171,"lesser",">200","New Berlin"
"1274",2,2019-02-20,-0.5625,-0.1875,-2.5,-0.5,0.375,2,229,"greater",">300","New Berlin"
"1275",2,2019-02-21,-2.125,0,-6,0,2.125,6,279,"greater",">300","New Berlin"
"1276",2,2019-02-22,-2.5625,-0.25,-10.5,-1,2.3125,9.5,267,"greater",">300","New Berlin"
"1277",2,2019-02-23,0.8125,0,0,0,-0.8125,0,260,"greater",">300","New Berlin"
"1278",2,2019-02-24,-0.9375,0,-8.5,-1,0.9375,7.5,195,"lesser",">200","New Berlin"
"1279",2,2019-02-25,-10.625,-3.4375,-15.5,-5,7.1875,10.5,155,"lesser",">200","New Berlin"
"1280",2,2019-02-26,-8.5625,-3.5,-11,-4.5,5.0625,6.5,129,"lesser",">200","New Berlin"
"1281",2,2019-02-27,-4.8125,-1.75,-10,-3,3.0625,7,136,"lesser",">200","New Berlin"
"1282",2,2019-02-28,-7.4375,-3,-13.5,-5,4.4375,8.5,145,"lesser",">200","New Berlin"
"1283",2,2019-03-01,-2.6875,-1.4375,-7,-2.5,1.25,4.5,145,"lesser",">200","New Berlin"
"1284",2,2019-03-02,-1.8125,-0.375,-4,-1,1.4375,3,147,"lesser",">200","New Berlin"
"1285",2,2019-03-03,-7.6875,-1.875,-13.5,-3.5,5.8125,10,149,"lesser",">200","New Berlin"
"1286",2,2019-03-04,-14.875,-5.875,-20.5,-8,9,12.5,146,"lesser",">200","New Berlin"
"1287",2,2019-03-05,-10.3125,-5.3125,-15,-7,5,8,145,"lesser",">200","New Berlin"
"1288",2,2019-03-06,-8.4375,-4,-15.5,-7.5,4.4375,8,133,"lesser",">200","New Berlin"
"1289",2,2019-03-07,-6.25,-2.625,-12.5,-5,3.625,7.5,130,"lesser",">200","New Berlin"
"1290",2,2019-03-08,-2.6875,-1.9375,-10.5,-4.5,0.75,6,127,"lesser",">200","New Berlin"
"1291",2,2019-03-09,-0.1875,0.1875,-4,-0.5,0.375,3.5,126,"lesser",">200","New Berlin"
"1292",2,2019-03-10,1,0.625,0.5,0,-0.375,-0.5,150,"lesser",">200","New Berlin"
"1293",2,2019-03-11,-0.125,1.6875,-4.5,-2,1.8125,2.5,149,"lesser",">200","New Berlin"
"1294",2,2019-03-12,1.4375,4,-7,-3.5,2.5625,3.5,105,"lesser",">200","New Berlin"
"1295",2,2019-03-13,5.125,3.6875,3,2,-1.4375,-1,70,"lesser",">100","New Berlin"
"1296",2,2019-03-14,8.875,7.5625,5,3.5,-1.3125,-1.5,0,"none","none","New Berlin"
"1297",2,2019-03-15,2.8125,2.75,2,2,-0.0625,0,0,"none","none","New Berlin"
"1298",2,2019-03-16,2.625,5.875,-2,-3,3.25,-1,0,"none","none","New Berlin"
"1299",2,2019-03-17,2.4375,6.375,-2,-2.5,3.9375,-0.5,0,"none","none","New Berlin"
"1300",2,2019-03-18,3.5625,5.8125,-3,-3.5,2.25,-0.5,0,"none","none","New Berlin"
"1301",2,2019-03-19,4.375,7.8125,-2.5,-3,3.4375,-0.5,0,"none","none","New Berlin"
"1302",2,2019-03-20,4.3125,4.125,1,-0.5,-0.1875,-1.5,0,"none","none","New Berlin"
"1303",2,2019-03-21,4.25,5.5625,2,2.5,1.3125,0.5,0,"none","none","New Berlin"
"1304",2,2019-03-22,6.125,9.3125,0,-0.5,3.1875,-0.5,0,"none","none","New Berlin"
"1305",2,2019-03-23,4.5625,8.6875,-4.5,-4.5,4.125,0,0,"none","none","New Berlin"
"1306",2,2019-03-24,6.5625,6.3125,2.5,2.5,-0.25,0,0,"none","none","New Berlin"
"1307",2,2019-03-25,4.3125,8.1875,-1.5,-2,3.875,-0.5,0,"none","none","New Berlin"
"1308",2,2019-03-26,3.75,7.25,-5.5,-5.5,3.5,0,0,"none","none","New Berlin"
"1309",2,2019-03-27,6.3125,7.875,-1,-2,1.5625,-1,0,"none","none","New Berlin"
"1310",2,2019-03-28,12.6875,15.3125,8,7,2.625,-1,0,"none","none","New Berlin"
"1311",2,2019-03-29,8.8125,13.125,2.5,2,4.3125,-0.5,0,"none","none","New Berlin"
"1312",2,2019-03-30,5.25,6.1875,3,2,0.9375,-1,0,"none","none","New Berlin"
"1313",2,2019-03-31,0.75,4.9375,-5,-5,4.1875,0,0,"none","none","New Berlin"
"1314",2,2019-04-01,2.5,3.875,-4.5,-4,1.375,0.5,0,"none","none","New Berlin"
"1315",2,2019-04-02,6.8125,7.5625,4.5,4,0.75,-0.5,0,"none","none","New Berlin"
"1316",2,2019-04-03,9.125,12.5,0.5,-0.5,3.375,-1,0,"none","none","New Berlin"
"1317",2,2019-04-04,6,6.0625,4,4,0.0625,0,0,"none","none","New Berlin"
"1318",2,2019-04-05,8.75,12.375,3,3,3.625,0,0,"none","none","New Berlin"
"1319",2,2019-04-06,11.1875,12.3125,6,5,1.125,-1,0,"none","none","New Berlin"
"1320",2,2019-04-07,11.4375,11.75,7.5,7.5,0.3125,0,0,"none","none","New Berlin"
"1321",2,2019-04-08,17,21.25,7.5,7.5,4.25,0,0,"none","none","New Berlin"
"1322",2,2019-04-09,15.25,18.9375,5.5,6,3.6875,0.5,0,"none","none","New Berlin"
"1323",2,2019-04-10,3.125,3.1875,0.5,0.5,0.0625,0,0,"none","none","New Berlin"
"1324",2,2019-04-11,1.75,2.125,0.5,0.5,0.375,0,16,"lesser",">100","New Berlin"
"1325",2,2019-04-12,4.9375,6.3125,3.5,3.5,1.375,0,0,"none","none","New Berlin"
"1326",2,2019-04-13,5.1875,7.0625,0.5,0,1.875,-0.5,0,"none","none","New Berlin"
"1327",2,2019-04-14,2.0625,2.0625,0.5,0.5,0,0,0,"none","none","New Berlin"
"1328",2,2019-04-15,8.4375,9.4375,-3.5,-2,1,1.5,54,"lesser",">100","New Berlin"
"1329",2,2019-04-16,21.3125,21.5625,21,20.5,0.25,-0.5,0,"none","none","New Berlin"
"1330",2,2019-04-17,20.375,20.5,20,20.5,0.125,0.5,0,"none","none","New Berlin"
"1331",2,2019-04-18,20.4375,20.6875,20,20.5,0.25,0.5,0,"none","none","New Berlin"
"1332",2,2019-04-19,20.6875,21,20,20,0.3125,0,0,"none","none","New Berlin"
"1333",2,2019-04-20,19.75,20.0625,19,19.5,0.3125,0.5,0,"none","none","New Berlin"
"1334",2,2019-04-21,19.0625,19.4375,19,19,0.375,0,0,"none","none","New Berlin"
"1335",2,2019-04-22,19.25,19.6875,19,19,0.4375,0,0,"none","none","New Berlin"
"1336",2,2019-04-23,19.4375,19.875,19,19.5,0.4375,0.5,0,"none","none","New Berlin"
"1337",2,2019-04-24,20.6875,21,19,19.5,0.3125,0.5,0,"none","none","New Berlin"
"1338",2,2019-04-25,22.0625,22.375,21,21.5,0.3125,0.5,0,"none","none","New Berlin"
"1339",2,2019-04-26,22.4375,23.4375,21,22,1,1,0,"none","none","New Berlin"
"1340",2,2019-04-27,22.625,23.6875,22.5,23.5,1.0625,1,0,"none","none","New Berlin"
"1341",2,2019-04-28,21.6875,23.3125,21.5,23,1.625,1.5,47,"lesser",">100","New Berlin"
"1342",2,2019-04-29,21.8125,22.3125,20.5,20.5,0.5,0,0,"none","none","New Berlin"
"1343",2,2019-04-30,22.5833333333333,22.8333333333333,21.5,22,0.25,0.5,0,"none","none","New Berlin"
"1344",3,2018-11-14,-5,-3.75,-10,-8.5,1.25,1.5,0,"none","none","New Berlin"
"1345",3,2018-11-15,-2.625,-2,-7.5,-6.5,0.625,1,0,"none","none","New Berlin"
"1346",3,2018-11-16,0.4375,0.875,-2,-1,0.4375,1,0,"none","none","New Berlin"
"1347",3,2018-11-17,-0.75,0.1875,-2.5,-1.5,0.9375,1,7,"lesser",">100","New Berlin"
"1348",3,2018-11-18,-1.4375,-0.25,-4.5,-3.5,1.1875,1,10,"lesser",">100","New Berlin"
"1349",3,2018-11-19,-2.6875,-1.6875,-5,-4.5,1,0.5,4,"lesser",">100","New Berlin"
"1350",3,2018-11-20,-1.8125,-1,-5,-3.5,0.8125,1.5,0,"none","none","New Berlin"
"1351",3,2018-11-21,-1.6875,-1,-3.5,-3,0.6875,0.5,0,"none","none","New Berlin"
"1352",3,2018-11-22,-0.125,0.0625,-2,-2,0.1875,0,0,"none","none","New Berlin"
"1353",3,2018-11-23,4.125,4.3125,0,0.5,0.1875,0.5,0,"none","none","New Berlin"
"1354",3,2018-11-24,5.1875,5.3125,4.5,4.5,0.125,0,0,"none","none","New Berlin"
"1355",3,2018-11-25,1.5625,2,0,0,0.4375,0,0,"none","none","New Berlin"
"1356",3,2018-11-26,-3.5625,-2.5,-5,-4,1.0625,1,33,"lesser",">100","New Berlin"
"1357",3,2018-11-27,-5.125,-4.0625,-7,-6,1.0625,1,25,"lesser",">100","New Berlin"
"1358",3,2018-11-28,-5.5625,-4.8125,-11,-9,0.75,2,21,"lesser",">100","New Berlin"
"1359",3,2018-11-29,-1.875,-1.5,-5.5,-4.5,0.375,1,20,"lesser",">100","New Berlin"
"1360",3,2018-11-30,-0.6875,-0.3125,-3,-3,0.375,0,27,"lesser",">100","New Berlin"
"1361",3,2018-12-01,1.8125,2.125,0,0,0.3125,0,26,"lesser",">100","New Berlin"
"1362",3,2018-12-02,1.625,2.125,-0.5,0.5,0.5,1,0,"none","none","New Berlin"
"1363",3,2018-12-03,-1.4375,-0.5,-2.5,-1.5,0.9375,1,23,"lesser",">100","New Berlin"
"1364",3,2018-12-04,-2.25,-1,-3,-2,1.25,1,11,"lesser",">100","New Berlin"
"1365",3,2018-12-05,-2.8125,-1.8125,-5,-3.5,1,1.5,10,"lesser",">100","New Berlin"
"1366",3,2018-12-06,-4.0625,-2.6875,-8.5,-7,1.375,1.5,9,"lesser",">100","New Berlin"
"1367",3,2018-12-07,-8.5,-7.3125,-12.5,-10.5,1.1875,2,6,"lesser",">100","New Berlin"
"1368",3,2018-12-08,-5.125,-4.6875,-10,-9,0.4375,1,4,"lesser",">100","New Berlin"
"1369",3,2018-12-09,-7.75,-6.6875,-12,-10,1.0625,2,4,"lesser",">100","New Berlin"
"1370",3,2018-12-10,-3.75,-3.3125,-9.5,-8.5,0.4375,1,3,"lesser",">100","New Berlin"
"1371",3,2018-12-11,-2.75,-2.25,-6.5,-5.5,0.5,1,1,"lesser",">100","New Berlin"
"1372",3,2018-12-12,-0.5,-0.125,-2,-2,0.375,0,0,"none","none","New Berlin"
"1373",3,2018-12-13,0.25,0.5,-3,-2,0.25,1,0,"none","none","New Berlin"
"1374",3,2018-12-14,0.625,0.9375,-2.5,-2,0.3125,0.5,0,"none","none","New Berlin"
"1375",3,2018-12-15,0.75,0.5,-4.5,-3.5,-0.25,1,0,"none","none","New Berlin"
"1376",3,2018-12-16,0.875,1.375,-5,-4,0.5,1,0,"none","none","New Berlin"
"1377",3,2018-12-17,1,1.1875,-3,-2.5,0.1875,0.5,0,"none","none","New Berlin"
"1378",3,2018-12-18,-0.5,0,-7.5,-6,0.5,1.5,0,"none","none","New Berlin"
"1379",3,2018-12-19,3.1875,3.125,-0.5,-0.5,-0.0625,0,0,"none","none","New Berlin"
"1380",3,2018-12-20,4.3125,4.625,2.5,3,0.3125,0.5,0,"none","none","New Berlin"
"1381",3,2018-12-21,-0.75,0,-2.5,-1.5,0.75,1,0,"none","none","New Berlin"
"1382",3,2018-12-22,-2.4375,-1.625,-3.5,-2.5,0.8125,1,0,"none","none","New Berlin"
"1383",3,2018-12-23,0,0.5625,-2,-1,0.5625,1,0,"none","none","New Berlin"
"1384",3,2018-12-24,-2.5625,-1.625,-6.5,-4.5,0.9375,2,0,"none","none","New Berlin"
"1385",3,2018-12-25,-1.25,-0.875,-7,-6,0.375,1,0,"none","none","New Berlin"
"1386",3,2018-12-26,2.1875,2.3125,0.5,0.5,0.125,0,3,"lesser",">100","New Berlin"
"1387",3,2018-12-27,4.875,4.625,3,2.5,-0.25,-0.5,0,"none","none","New Berlin"
"1388",3,2018-12-28,2.6875,3.1875,-2.5,-1.5,0.5,1,0,"none","none","New Berlin"
"1389",3,2018-12-29,-4.5,-3.25,-6.5,-5,1.25,1.5,16,"lesser",">100","New Berlin"
"1390",3,2018-12-30,-3.0625,-2.6875,-7.5,-6.5,0.375,1,19,"lesser",">100","New Berlin"
"1391",3,2018-12-31,-0.125,0.125,-2,-1.5,0.25,0.5,13,"lesser",">100","New Berlin"
"1392",3,2019-01-01,-4.1875,-2.8125,-6,-4.5,1.375,1.5,24,"lesser",">100","New Berlin"
"1393",3,2019-01-02,-4.5,-3.875,-6,-4.5,0.625,1.5,27,"lesser",">100","New Berlin"
"1394",3,2019-01-03,-1.375,-1.3125,-6.5,-6,0.0625,0.5,28,"lesser",">100","New Berlin"
"1395",3,2019-01-04,3.875,3,0,0,-0.875,0,26,"lesser",">100","New Berlin"
"1396",3,2019-01-05,4,3.6875,-2,-1.5,-0.3125,0.5,0,"none","none","New Berlin"
"1397",3,2019-01-06,0.375,0.625,-2.5,-2,0.25,0.5,0,"none","none","New Berlin"
"1398",3,2019-01-07,4.0625,4.1875,2,2,0.125,0,0,"none","none","New Berlin"
"1399",3,2019-01-08,2.0625,3.0625,-3,-1.5,1,1.5,0,"none","none","New Berlin"
"1400",3,2019-01-09,-7.625,-6.0625,-10.5,-9,1.5625,1.5,0,"none","none","New Berlin"
"1401",3,2019-01-10,-6.6875,-6.0625,-11.5,-10,0.625,1.5,0,"none","none","New Berlin"
"1402",3,2019-01-11,-4.0625,-3.4375,-7.5,-6.5,0.625,1,0,"none","none","New Berlin"
"1403",3,2019-01-12,-1.375,-1.125,-2.5,-2,0.25,0.5,0,"none","none","New Berlin"
"1404",3,2019-01-13,-2.4375,-1.9375,-6.5,-4.5,0.5,2,0,"none","none","New Berlin"
"1405",3,2019-01-14,-2.8125,-2,-4,-3.5,0.8125,0.5,0,"none","none","New Berlin"
"1406",3,2019-01-15,-2.6875,-2.0625,-4,-3,0.625,1,0,"none","none","New Berlin"
"1407",3,2019-01-16,-2.5625,-2.3125,-6,-5,0.25,1,0,"none","none","New Berlin"
"1408",3,2019-01-17,-1.8125,-1.3125,-5,-4.5,0.5,0.5,0,"none","none","New Berlin"
"1409",3,2019-01-18,-4.625,-3.6875,-7,-6.5,0.9375,0.5,0,"none","none","New Berlin"
"1410",3,2019-01-19,-8.3125,-7.3125,-14,-12.5,1,1.5,57,"lesser",">100","New Berlin"
"1411",3,2019-01-20,-13.25,-12.5625,-18,-15.5,0.6875,2.5,105,"lesser",">200","New Berlin"
"1412",3,2019-01-21,-13.1875,-12.375,-20,-17.5,0.8125,2.5,94,"lesser",">100","New Berlin"
"1413",3,2019-01-22,-6.125,-6,-8,-8,0.125,0,104,"lesser",">200","New Berlin"
"1414",3,2019-01-23,-5.1875,-4.6875,-7,-6,0.5,1,143,"lesser",">200","New Berlin"
"1415",3,2019-01-24,-10.3125,-8.9375,-14,-12,1.375,2,217,"greater",">300","New Berlin"
"1416",3,2019-01-25,-17.625,-15.625,-21.5,-18.5,2,3,202,"greater",">300","New Berlin"
"1417",3,2019-01-26,-18.6875,-16.75,-25.5,-22.5,1.9375,3,192,"lesser",">200","New Berlin"
"1418",3,2019-01-27,-15.75,-14.4375,-21,-18.5,1.3125,2.5,187,"lesser",">200","New Berlin"
"1419",3,2019-01-28,-9.8125,-7.9375,-16.5,-13.5,1.875,3,189,"lesser",">200","New Berlin"
"1420",3,2019-01-29,-16.75,-11.625,-22,-14.5,5.125,7.5,386,"greater",">400","New Berlin"
"1421",3,2019-01-30,-26.1875,-18.125,-30,-20.5,8.0625,9.5,353,"greater",">400","New Berlin"
"1422",3,2019-01-31,-24.1875,-18.375,-31.5,-22.5,5.8125,9,341,"greater",">400","New Berlin"
"1423",3,2019-02-01,-12.75,-11.25,-20.5,-15.5,1.5,5,327,"greater",">400","New Berlin"
"1424",3,2019-02-02,-1.75,-3.1875,-11,-10,-1.4375,1,314,"greater",">400","New Berlin"
"1425",3,2019-02-03,4.9375,3.8125,3.5,2.5,-1.125,-1,270,"greater",">300","New Berlin"
"1426",3,2019-02-04,4.75,4.5,-0.5,0,-0.25,0.5,59,"lesser",">100","New Berlin"
"1427",3,2019-02-05,-3.8125,-2.9375,-5.5,-3.5,0.875,2,0,"none","none","New Berlin"
"1428",3,2019-02-06,-0.9375,-0.5,-3,-2,0.4375,1,128,"lesser",">200","New Berlin"
"1429",3,2019-02-07,-2.125,-1.5,-10.5,-7.5,0.625,3,60,"lesser",">100","New Berlin"
"1430",3,2019-02-08,-12.5625,-10.0625,-14.5,-13,2.5,1.5,59,"lesser",">100","New Berlin"
"1431",3,2019-02-09,-10.6875,-8.9375,-17.5,-15.5,1.75,2,41,"lesser",">100","New Berlin"
"1432",3,2019-02-10,-4.5,-4.25,-8,-7.5,0.25,0.5,40,"lesser",">100","New Berlin"
"1433",3,2019-02-11,-2.875,-2.75,-4,-3.5,0.125,0.5,51,"lesser",">100","New Berlin"
"1434",3,2019-02-12,-2.125,-1.4375,-5.5,-3,0.6875,2.5,73,"lesser",">100","New Berlin"
"1435",3,2019-02-13,-5.4375,-3.625,-8,-6,1.8125,2,190,"lesser",">200","New Berlin"
"1436",3,2019-02-14,0.125,-1.3125,-7.5,-6,-1.4375,1.5,177,"lesser",">200","New Berlin"
"1437",3,2019-02-15,-8.8125,-6.1875,-13.5,-11,2.625,2.5,117,"lesser",">200","New Berlin"
"1438",3,2019-02-16,-7.25,-6.375,-15,-12.5,0.875,2.5,113,"lesser",">200","New Berlin"
"1439",3,2019-02-17,-4.3125,-3.6875,-6,-4,0.625,2,111,"lesser",">200","New Berlin"
"1440",3,2019-02-18,-4.625,-3.875,-11.5,-8,0.75,3.5,176,"lesser",">200","New Berlin"
"1441",3,2019-02-19,-7.8125,-5.8125,-17,-12.5,2,4.5,171,"lesser",">200","New Berlin"
"1442",3,2019-02-20,-1.1875,-1.5,-4,-4,-0.3125,0,229,"greater",">300","New Berlin"
"1443",3,2019-02-21,-2.9375,-1.8125,-7,-6,1.125,1,279,"greater",">300","New Berlin"
"1444",3,2019-02-22,-3.5625,-2.6875,-12,-9.5,0.875,2.5,267,"greater",">300","New Berlin"
"1445",3,2019-02-23,0,0.125,-0.5,-0.5,0.125,0,260,"greater",">300","New Berlin"
"1446",3,2019-02-24,-2.0625,-1.1875,-10,-8.5,0.875,1.5,195,"lesser",">200","New Berlin"
"1447",3,2019-02-25,-11.625,-9.25,-16.5,-14.5,2.375,2,155,"lesser",">200","New Berlin"
"1448",3,2019-02-26,-10.3125,-8.8125,-13,-10.5,1.5,2.5,129,"lesser",">200","New Berlin"
"1449",3,2019-02-27,-5.875,-4.5625,-12,-9.5,1.3125,2.5,136,"lesser",">200","New Berlin"
"1450",3,2019-02-28,-8.4375,-6.8125,-14.5,-12.5,1.625,2,145,"lesser",">200","New Berlin"
"1451",3,2019-03-01,-4.0625,-3.625,-8,-7,0.4375,1,145,"lesser",">200","New Berlin"
"1452",3,2019-03-02,-3.25,-2.0625,-5.5,-4.5,1.1875,1,147,"lesser",">200","New Berlin"
"1453",3,2019-03-03,-9.125,-6.5,-15,-12.5,2.625,2.5,149,"lesser",">200","New Berlin"
"1454",3,2019-03-04,-16,-12.4375,-22,-19,3.5625,3,146,"lesser",">200","New Berlin"
"1455",3,2019-03-05,-11.1875,-8.375,-16,-14,2.8125,2,145,"lesser",">200","New Berlin"
"1456",3,2019-03-06,-9.125,-6.8125,-16.5,-14,2.3125,2.5,133,"lesser",">200","New Berlin"
"1457",3,2019-03-07,-7.1875,-6.125,-13.5,-11,1.0625,2.5,130,"lesser",">200","New Berlin"
"1458",3,2019-03-08,-3.6875,-3.125,-12,-10.5,0.5625,1.5,127,"lesser",">200","New Berlin"
"1459",3,2019-03-09,-0.875,-0.75,-4.5,-4.5,0.125,0,126,"lesser",">200","New Berlin"
"1460",3,2019-03-10,0.428571428571429,0.714285714285714,-0.5,0,0.285714285714286,0.5,150,"lesser",">200","New Berlin"
"1461",3,2019-03-11,-1.25,0.0625,-5,-4.5,1.3125,0.5,149,"lesser",">200","New Berlin"
"1462",3,2019-03-12,0.375,1.1875,-7.5,-5.5,0.8125,2,105,"lesser",">200","New Berlin"
"1463",3,2019-03-13,4.6875,4.25,3,2.5,-0.4375,-0.5,70,"lesser",">100","New Berlin"
"1464",3,2019-03-14,9.5,9.125,4,5,-0.375,1,0,"none","none","New Berlin"
"1465",3,2019-03-15,2.3125,2.5625,1.5,2,0.25,0.5,0,"none","none","New Berlin"
"1466",3,2019-03-16,1.375,2.875,-3.5,-2.5,1.5,1,0,"none","none","New Berlin"
"1467",3,2019-03-17,1.375,2.875,-3.5,-2.5,1.5,1,0,"none","none","New Berlin"
"1468",3,2019-03-18,1.9375,3.1875,-4,-3.5,1.25,0.5,0,"none","none","New Berlin"
"1469",3,2019-03-19,3.5625,4.5,-2.5,-2.5,0.9375,0,0,"none","none","New Berlin"
"1470",3,2019-03-20,3.9375,4,1,0.5,0.0625,-0.5,0,"none","none","New Berlin"
"1471",3,2019-03-21,4,4.1875,1.5,2,0.1875,0.5,0,"none","none","New Berlin"
"1472",3,2019-03-22,4,4.625,-1.5,-1,0.625,0.5,0,"none","none","New Berlin"
